번호,발생시각,규모,깊이(km),"최대
진도",위도,경도,위치,지도보기,"상세정보
(진도 등)"
294,2016/09/12 19:48:03,3.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
293,2016/09/12 19:46:40,2.2,14,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
292,2016/09/12 19:45:48,2.4,12,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
291,2016/09/12 19:44:32,5.1,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8.2km 지역,지도,-
290,2016/08/30 0:39:46,2.6,18,,35.55 N,128.03 E,경남 합천군 서쪽 13km 지역,지도,-
289,2016/08/28 23:27:20,2.1,7,,35.65 N,127.48 E,전북 장수군 서쪽 4km 지역,지도,-
288,2016/08/28 21:27:55,2.4,14,,38.65 N,127.16 E,북한 강원도 평강 북북서쪽 29km 지역,지도,-
287,2016/08/20 18:54:44,2.9,18,,33.48 N,127.31 E,제주 서귀포시 성산 동북동쪽 41km 해역,지도,-
286,2016/08/20 12:18:21,3,7,,38.38 N,128.09 E,북한 강원도 양구군 북북동쪽 32km 지역,지도,-
285,2016/08/18 22:21:10,2.6,5,,38.84 N,125.70 E,북한 황해북도 송림시 북북동쪽 13km 지역,지도,-
284,2016/08/18 17:08:46,2.1,-,,37.18 N,125.46 E,인천 옹진군 연평도 남남서쪽 58km 해역,지도,-
283,2016/08/17 11:17:39,2.9,-,,38.35 N,128.09 E,북한 강원도 양구군 북북동쪽 28km 지역,지도,-
282,2016/08/16 11:57:40,2.4,14,,36.75 N,128.84 E,경북 안동시 북북동쪽 22km 지역,지도,-
281,2016/07/30 1:51:57,2.3,13,,33.06 N,126.33 E,제주 서귀포시 남서쪽 27km 해역,지도,-
280,2016/07/14 22:31:13,2.8,12,,35.12 N,130.24 E,울산 동구 동남동쪽 86km 해역,지도,-
279,2016/07/13 14:13:02,2,9,,36.80 N,128.53 E,경북 영주시 서쪽 9km 지역,지도,-
278,2016/07/09 13:16:48,2.6,-,,38.69 N,125.83 E,북한 황해북도 송림시 동남동쪽 18km 지역,지도,-
277,2016/07/09 4:47:52,2.3,18,,35.48 N,129.97 E,울산 동구 동쪽 50km 해역,지도,-
276,2016/07/05 21:24:35,2.6,24,,35.51 N,129.87 E,울산 동구 동쪽 41km 해역,지도,-
275,2016/07/05 20:33:03,5,19,,35.51 N,129.99 E,울산 동구 동쪽 52km 해역,지도,-
274,2016/06/25 3:24:52,2.6,1,,38.74 N,125.86 E,북한 황해북도 송림시 20km 지역,지도,-
273,2016/06/21 3:23:46,3.1,-,,39.49 N,126.19 E,북한 평안남도 성천군 북쪽 28km 지역,지도,-
272,2016/06/15 2:07:18,2.6,20,,35.87 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역,지도,-
271,2016/06/13 12:33:06,2.7,8,,34.30 N,124.68 E,전남 신안군 흑산면 서남서쪽 82km 해역,지도,-
270,2016/06/07 16:06:42,2.3,12,,33.05 N,126.17 E,제주 제주시 고산 남쪽 27km 해역,지도,-
269,2016/06/05 10:11:39,2.2,17,,36.00 N,129.58 E,경북 포항시 남구 동쪽 20km 해역,지도,-
268,2016/06/03 4:53:38,3,10,,36.39 N,127.92 E,경북 상주시 서쪽 22km 지역,지도,-
267,2016/05/24 4:52:21,2.3,16,,33.61 N,125.56 E,제주 제주시 고산 서북서쪽 66km 해역,지도,-
266,2016/05/22 1:22:47,3.5,21,,40.68 N,127.15 E,북한 함경남도 장진군 북북서쪽 34km 지역,지도,-
265,2016/05/03 3:29:09,2.4,2,,37.11 N,129.02 E,강원 태백시 남남동쪽 7km 지역,지도,-
264,2016/04/30 22:46:41,2.6,19,,37.75 N,125.40 E,북한 황해남도 옹진군 남쪽 20km 지역,지도,-
263,2016/04/28 10:16:43,2.4,10,,35.42 N,128.56 E,경남 창녕군 남남동쪽 15km 지역,지도,-
262,2016/04/27 19:27:00,2.3,15,,35.57 N,128.34 E,경남 합천군 동쪽 16km 지역,지도,-
261,2016/04/25 11:42:52,2.3,22,,33.51 N,125.91 E,제주 제주시 고산 북서쪽 34km 해역,지도,-
260,2016/04/21 15:55:04,2.7,10,,33.53 N,125.89 E,제주 제주시 고산 북서쪽 36km 해역,지도,-
259,2016/04/21 15:53:45,2.7,18,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역,지도,-
258,2016/04/13 5:28:39,2.1,17,,35.92 N,127.93 E,경북 김천시 남남서쪽 28km 지역,지도,-
257,2016/03/28 14:34:21,2.9,13,,35.22 N,127.96 E,경남 진주시 서북서쪽 12km 지역,지도,-
256,2016/03/27 18:28:35,3.1,7,,39.38 N,126.06 E,북한 평안남도 성천시 북서쪽 20km 지역,지도,-
255,2016/03/27 14:52:53,2.3,12,,35.33 N,130.04 E,울산 동구 동남동쪽 59km 해역,지도,-
254,2016/03/15 3:38:34,2.5,13,,37.60 N,129.82 E,강원 삼척시 동북동쪽 60km 해역,지도,-
253,2016/03/15 3:00:19,2.7,16,,36.31 N,128.21 E,경북 상주시 남남동쪽 12km 지역,지도,-
252,2016/03/14 5:17:05,3.1,8,,38.71 N,125.87 E,북한 황해북도 송림시 동쪽 21km 지역,지도,-
251,2016/03/05 11:11:53,3.3,-,,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역,지도,-
250,2016/03/02 14:04:43,2.7,3,,36.35 N,127.20 E,충남 공주시 남동쪽 13km 지역,지도,-
249,2016/02/28 16:52:38,2.5,6,,38.73 N,125.85 E,북한 황해북도 송림시 동쪽 19km 지역,지도,-
248,2016/02/26 18:46:12,2.2,14,,33.23 N,127.19 E,제주 서귀포시 성산 동남동쪽 34km 해역,지도,-
247,2016/02/24 23:22:12,2.9,20,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역,지도,-
246,2016/02/11 5:57:44,3.1,17,,36.21 N,127.48 E,충남 금산군 북쪽 12km 지역,지도,-
245,2016/01/31 3:03:02,2,28,,36.95 N,129.92 E,경북 울진군 동쪽 46 km 해역,지도,-
244,2016/01/25 18:40:20,2.3,20,,36.22 N,128.69 E,경북 의성군 남쪽 14km 지역,지도,-
243,2016/01/23 7:14:01,2.4,7,,38.42 N,126.25 E,북한 황해북도 평산군 북서쪽 16km 지역,지도,-
242,2016/01/06 20:39:04,3,7,,36.01 N,128.07 E,경북 김천시 남쪽 14km 지역,지도,-
241,2015/12/22 4:31:24,3.9,,,36.02 N,126.95 E,전북 익산시 북쪽 8km 지역,지도,-
240,2015/12/11 1:25:17,2.1,,,36.90 N,126.58 E,충남 당진시 서북서쪽 5km 지역,지도,-
239,2015/11/24 14:10:02,2.4,,,35.69 N,129.75 E,울산 동구 북동쪽 36km 해역,지도,-
238,2015/11/24 11:27:52,3.2,,,35.67 N,129.82 E,울산 동구 동북동쪽 41km 해역,지도,-
237,2015/11/13 20:04:33,2.6,,,35.80 N,129.42 E,경북 경주시 동남동쪽 19km 지역,지도,-
236,2015/10/30 15:17:29,2.9,,,35.74 N,129.37 E,경북 경주시 남동쪽 18km 지역,지도,-
235,2015/10/26 23:29:05,2.1,,,34.09 N,126.85 E,전남 완도군 남남동쪽 26km 해역,지도,-
234,2015/10/11 0:55:07,2.1,,,33.30 N,127.02 E,제주 서귀포시 성산 남동쪽 16km 해역,지도,-
233,2015/10/01 14:06:06,2.1,,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역,지도,-
232,2015/10/01 9:21:25,2.5,,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역,지도,-
231,2015/09/18 10:12:54,2.1,,,34.70 N,128.75 E,경남 통영시 매물도 동북동쪽 17km 해역,지도,-
230,2015/09/03 4:53:40,2.7,,,33.27 N,127.04 E,제주 서귀포시 성산 남동쪽 20km 해역,지도,-
229,2015/09/01 13:47:41,2.5,,,39.09 N,126.53 E,북한 평안남도 양덕 남서쪽 16km 지역,지도,-
228,2015/08/23 9:19:49,2.5,,,36.38 N,129.77 E,경북 영덕군 동쪽 36km 해역,지도,-
227,2015/08/17 16:56:23,2.5,,,37.20 N,125.38 E,인천 옹진군 연평도 남남서쪽 59km 해역,지도,-
226,2015/08/12 17:09:51,2.2,,,37.17 N,127.50 E,경기 이천시 남남동쪽 13km 지역,지도,-
225,2015/08/03 10:11:24,3.7,,,33.26 N,127.06 E,제주 서귀포시 성산 남동쪽 22km 해역,지도,-
224,2015/08/02 3:22:34,2.1,,,37.19 N,128.44 E,강원 영월군 서북서쪽 2km 지역,지도,-
223,2015/08/01 23:58:50,2.2,,,35.32 N,127.45 E,전남 구례군 북쪽 13km 지역,지도,-
222,2015/07/30 9:39:55,2.2,,,35.15 N,127.98 E,경남 사천시 북서쪽 12km 지역,지도,-
221,2015/07/23 4:02:14,2.6,,,33.22 N,127.05 E,제주 서귀포시 성산 남동쪽 24km 해역,지도,-
220,2015/07/20 1:33:01,2.2,,,33.26 N,127.21 E,제주 서귀포시 성산 동남동쪽 34km 해역,지도,-
219,2015/07/18 21:15:56,2.3,,,36.07 N,128.08 E,경북 김천시 남남서쪽 7km 지역,지도,-
218,2015/07/14 14:34:35,2.8,,,33.24 N,127.01 E,제주 서귀포시 성산 남동쪽 20km 해역,지도,-
217,2015/07/08 11:01:46,2,,,37.63 N,125.86 E,인천 옹진군 연평도 동남동쪽 14km 해역,지도,-
216,2015/07/04 8:49:09,2.1,,,36.32 N,128.18 E,경북 상주시 남쪽 10km 지역,지도,-
215,2015/06/22 12:44:46,2.4,,,36.35 N,127.24 E,충남 공주시 남동쪽 15km 지역,지도,-
214,2015/06/22 12:02:28,2.6,,,35.85 N,125.00 E,충남 태안군 서격렬비도 남남서쪽 96km 해역,지도,-
213,2015/06/17 0:55:05,2.3,,,38.41 N,125.57 E,북한 황해남도 안악 남남동쪽 13km 지역,지도,-
212,2015/06/07 20:54:01,2.1,,,33.79 N,126.16 E,제주 제주시 북서쪽 48km 해역,지도,-
211,2015/06/02 1:01:28,2,,,36.76 N,129.98 E,경북 울진군 동남동쪽 57km 해역,지도,-
210,2015/04/24 10:14:42,2.3,,,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역,지도,-
209,2015/04/21 2:05:40,2.1,,,35.88 N,129.75 E,경북 포항시 남구 동남동쪽 38km 해역,지도,-
208,2015/04/15 4:10:00,2.9,,,35.14 N,129.93 E,울산 동구 남동쪽 61km 해역,지도,-
207,2015/04/13 18:02:02,3.3,,,37.18 N,125.47 E,인천 옹진군 연평도 남남서쪽 58km 해역,지도,-
206,2015/03/19 16:20:18,2.7,,,36.43 N,127.65 E,충북 옥천군 북북동쪽 16km 지역,지도,-
205,2015/03/19 12:54:18,2.2,,,34.16 N,128.37 E,경남 통영시 욕지도 남남동쪽 54km 해역,지도,-
204,2015/03/10 13:10:34,2.7,,,37.36 N,125.15 E,인천 옹진군 연평도 남서쪽 59km 해역,지도,-
203,2015/02/23 4:54:14,2.7,,,32.96 N,126.25 E,제주 제주시 고산 남남동쪽 38km 해역,지도,-
202,2015/02/19 14:25:28,2.1,,,36.09 N,125.05 E,충남 태안군 서격렬비도 남서쪽 71km 해역,지도,-
201,2015/02/03 19:54:53,2.1,,,33.61 N,127.57 E,전남 여수시 거문도 남남동쪽 52km 해역,지도,-
200,2015/01/31 5:10:04,2.2,,,36.60 N,129.45 E,경북 영덕군 북북동쪽 22km 해역,지도,-
199,2015/01/08 20:15:18,3.5,,,37.51 N,125.63 E,인천 옹진군 연평도 남남서쪽 18km 해역,지도,-
198,2015/01/06 13:06:40,2.8,,,38.43 N,126.28 E,북한 황해북도 평산 북서쪽 17km 지역,지도,-
197,2014/12/30 15:36:36,2.6,,,35.21 N,124.79 E,전남 신안군 흑산면 북서쪽 88km 해역,지도,-
196,2014/12/24 20:33:19,2.1,,,35.89 N,127.33 E,전북 완주군 동쪽 15km 지역,지도,-
195,2014/12/15 9:08:00,2.1,,,39.09 N,126.52 E,북한 평안남도 양덕 남서쪽 16km 지역,지도,-
194,2014/12/08 5:28:57,3.3,,,34.75 N,127.17 E,전남 보성군 동남동쪽 8km 지역,지도,-
193,2014/11/15 3:31:39,2.5,,,38.77 N,126.36 E,북한 황해북도 신계 북북서쪽 34km 지역,지도,-
192,2014/11/06 14:48:49,2.3,,,33.34 N,125.89 E,제주 제주시 고산 서북서쪽 26km 해역,지도,-
191,2014/11/06 4:25:16,2.5,,,37.23 N,126.44 E,인천 옹진군 남남서쪽 30km 해역,지도,-
190,2014/10/28 19:07:07,2.2,,,38.00 N,125.34 E,북한 황해남도 옹진 북북동쪽 8km 지역,지도,-
189,2014/10/21 6:33:22,2.3,,,35.21 N,129.49 E,부산 기장군 동쪽 24km 해역,지도,-
188,2014/10/20 21:15:29,2.2,,,33.68 N,125.88 E,제주 제주시 고산 북북서쪽 50km 해역,지도,-
187,2014/10/19 19:57:17,2.6,,,36.44 N,128.19 E,경북 상주시 북동쪽 4km 지역,지도,-
186,2014/10/11 22:11:30,2.3,,,37.73 N,129.43 E,강원 동해시 북동쪽 36km 해역,지도,-
185,2014/10/07 1:57:17,2.9,,,33.30 N,125.96 E,제주 제주시 고산 서쪽 19km 해역,지도,-
184,2014/10/01 16:34:10,2.2,,,36.67 N,125.45 E,충남 태안군 서격렬비도 북서쪽 11km 해역,지도,-
183,2014/09/28 21:32:44,3.2,,,37.24 N,126.44 E,인천 옹진군 남서쪽 30km 지역,지도,-
182,2014/09/25 2:26:42,3.8,,,35.07 N,129.94 E,울산 동구 남동쪽 67km 해역,지도,-
181,2014/09/23 15:27:58,3.5,,,35.80 N,129.41 E,경북 경주시 동남동쪽 18km 지역,지도,-
180,2014/09/09 0:24:00,2.2,,,35.68 N,129.38 E,경북 경주시 남동쪽 23km 지역,지도,-
179,2014/08/21 22:30:43,2.7,,,33.87 N,127.83 E,전남 여수시 거문도 동남동쪽 51km 해역,지도,-
178,2014/08/18 5:13:55,2.1,,,36.57 N,125.64 E,충남 태안군 서격렬비도 동남동쪽 10km 해역,지도,-
177,2014/08/16 0:51:42,2.1,,,33.59 N,126.58 E,제주 제주시 북북동쪽 11km 해역,지도,-
176,2014/08/10 18:07:05,2.4,,,38.15 N,126.63 E,북한 개성 북북동쪽 21km 지역,지도,-
175,2014/08/05 6:16:36,2.5,,,40.11 N,127.20 E,북한 함경남도 신흥 서북서쪽 20km 지역,지도,-
174,2014/08/02 1:32:27,2.2,,,37.40 N,127.20 E,경기 광주시 서남서쪽 5km 지역,지도,-
173,2014/07/04 6:27:26,2.2,,,34.51 N,125.41 E,전남 신안군 흑산면 남남서쪽 17km 해역,지도,-
172,2014/07/04 4:13:15,2.9,,,35.66 N,129.78 E,울산 동구 동북동쪽 37km 해역,지도,-
171,2014/07/04 0:11:51,2.5,,,35.65 N,129.81 E,울산 동구 동북동쪽 39km 해역,지도,-
170,2014/07/03 22:04:37,2.6,,,35.66 N,129.82 E,울산 동구 동북동쪽 40km 해역,지도,-
169,2014/07/03 21:57:11,3.5,,,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역,지도,-
168,2014/06/21 8:29:30,2.6,,,38.77 N,125.89 E,북한 황해북도 송림 동쪽 22km 지역,지도,-
167,2014/06/18 9:59:21,2.1,,,35.91 N,128.66 E,대구 동구 북쪽 4km 지역,지도,-
166,2014/06/08 4:05:31,2.6,,,33.52 N,125.96 E,제주 제주시 고산 북서쪽 31km 해역,지도,-
165,2014/06/05 13:29:11,2.3,,,35.97 N,128.62 E,대구 동구 북쪽 10km 지역,지도,-
164,2014/05/15 8:46:51,3.4,,,33.00 N,126.21 E,제주 제주시 고산 남쪽 33km 해역,지도,-
163,2014/04/26 14:08:10,2.7,,,36.46 N,127.93 E,경북 상주시 서북서쪽 21km 지역,지도,-
162,2014/04/25 12:14:39,2.9,,,35.97 N,128.04 E,경북 김천시 남남서쪽 19km 지역,지도,-
161,2014/04/13 14:02:02,2.9,,,36.93 N,124.52 E,충남 태안군 서격렬비도 서북서쪽 97km 해역,지도,-
160,2014/04/12 1:44:49,2.6,,,33.52 N,126.90 E,제주 제주시 동쪽 34km 지역,지도,-
159,2014/04/08 6:19:14,2.7,,,36.96 N,124.44 E,충남 태안군 서격렬비도 서북서쪽 105km 해역,지도,-
158,2014/04/01 9:25:12,2.3,,,36.95 N,124.50 E,충남 태안군 서격렬비도 서북서쪽 100km 해역,지도,-
157,2014/04/01 4:48:35,5.1,,,36.95 N,124.50 E,충남 태안군 서격렬비도 서북서쪽 100km 해역,지도,-
156,2014/03/28 10:40:45,3,,,36.47 N,127.93 E,경북 상주시 서북서쪽 22km 지역,지도,-
155,2014/03/14 12:59:27,2.5,,,39.41 N,126.09 E,북한 평안남도 성천 북북서쪽 21km 지역,지도,-
154,2014/03/11 11:39:43,2.7,,,35.86 N,128.47 E,대구 달성군 서북서쪽 9km 지역,지도,-
153,2014/02/28 3:20:05,2.4,,,38.74 N,125.01 E,북한 남포 서쪽 22km 해역,지도,-
152,2014/02/22 20:44:23,2.6,,,38.31 N,124.27 E,북한 황해남도 용연군 장산곶 서북서쪽 42km 해역,지도,-
151,2014/02/21 21:17:21,2.7,,,35.05 N,127.75 E,전남 광양시 북북동쪽 13km 지역,지도,-
150,2014/02/05 23:06:01,2.8,,,38.26 N,124.40 E,북한 황해남도 용연군 장산곶 서북서쪽 29km 해역,지도,-
149,2014/01/29 6:08:44,2.2,,,36.23 N,128.80 E,경북 의성군 남동쪽 16km 지역,지도,-
148,2013/12/19 12:38:25,2.9,,,38.11 N,127.11 E,경기 연천군 동북동쪽 3km 지역,지도,-
147,2013/12/13 11:40:10,2.5,,,36.10 N,129.04 E,경북 영천시 북북동쪽 17km 지역,지도,-
146,2013/12/08 16:38:25,2.8,,,33.44 N,125.09 E,제주 제주시 고산 서쪽 101km 해역,지도,-
145,2013/12/04 6:28:06,2.4,,,38.71 N,125.69 E,북한 황해북도 송림 동남동쪽 6km 지역,지도,-
144,2013/12/03 21:00:39,2.5,,,35.64 N,128.72 E,경북 청도군 서남서쪽 2km 지역,지도,-
143,2013/12/02 20:02:58,2.8,,,38.56 N,126.10 E,북한 황해북도 사리원 동북동쪽 30km 지역,지도,-
142,2013/11/26 2:26:02,2.1,,,37.12 N,128.11 E,충북 제천시 서남서쪽 10km 지역,지도,-
141,2013/11/22 23:29:17,2.1,,,36.99 N,126.40 E,충남 서산시 북북서쪽 24km 지역,지도,-
140,2013/11/20 21:07:11,2.1,,,38.47 N,126.17 E,북한 황해북도 평산 북서쪽 25km 지역,지도,-
139,2013/11/16 22:32:45,2.1,,,38.51 N,125.66 E,북한 황해북도 사리원 서쪽 9km 지역,지도,-
138,2013/11/10 16:28:54,2,,,37.66 N,124.67 E,인천 백령도 남쪽 33km 해역,지도,-
137,2013/11/08 21:02:41,3,,,36.24 N,126.36 E,충남 보령시 서남서쪽 25km 해역,지도,-
136,2013/11/08 19:14:44,2.6,,,36.23 N,126.36 E,충남 보령시 서남서쪽 25km 해역,지도,-
135,2013/10/26 6:47:39,2.7,,,37.96 N,124.61 E,인천 백령도 서쪽 6km 해역,지도,-
134,2013/10/19 0:16:27,2,,,35.96 N,128.06 E,경북 김천시 남쪽 20km 지역,지도,-
133,2013/10/11 16:06:25,3.6,,,36.46 N,129.61 E,경북 영덕군 동북동쪽 22km 해역,지도,-
132,2013/10/10 13:08:11,2.6,,,35.36 N,128.23 E,경남 의령군 북서쪽 5km 지역,지도,-
131,2013/09/15 13:16:36,2.3,,,36.55 N,129.23 E,경북 영양군 남동쪽 16km 지역,지도,-
130,2013/09/14 17:33:35,2.2,,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
129,2013/09/11 13:00:31,4,,,33.56 N,125.39 E,전남 신안군 가거도 남남동쪽 60km 해역,지도,-
128,2013/08/29 8:35:23,2.5,,,38.19 N,129.30 E,강원 강릉시 북동쪽 60km 해역,지도,-
127,2013/08/13 0:36:47,3,,,36.91 N,129.44 E,경북 울진군 남남동쪽 10km 해역,지도,-
126,2013/08/13 0:01:30,2.1,,,36.92 N,129.44 E,경북 울진군 남남동쪽 8km 해역,지도,-
125,2013/08/12 4:39:34,2.3,,,35.66 N,129.77 E,울산 동구 동북동쪽 36km 해역,지도,-
124,2013/08/12 4:33:48,3.1,,,35.66 N,129.75 E,울산 동구 동북동쪽 35km 해역,지도,-
123,2013/08/11 4:19:36,2.3,,,38.48 N,126.13 E,북한 황해북도 평산 북서쪽 28km 지역,지도,-
122,2013/08/10 12:43:18,2.6,,,35.90 N,129.75 E,경북 포항시 남구 동남동쪽 37km 해역,지도,-
121,2013/08/07 21:08:46,2,,,36.19 N,126.08 E,충남 보령시 서남서쪽 51km 해역,지도,-
120,2013/08/04 19:58:28,2.3,,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
119,2013/08/01 17:22:37,3.1,,,36.19 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
118,2013/08/01 0:57:45,2.8,,,36.23 N,126.22 E,충남 보령시 서남서쪽 37km 해역,지도,-
117,2013/07/31 22:30:21,3.2,,,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역,지도,-
116,2013/07/31 20:27:00,2.2,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
115,2013/07/31 20:05:26,2.2,,,36.21 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
114,2013/07/30 14:57:02,2.7,,,36.21 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
113,2013/07/29 10:29:17,2.7,,,36.20 N,126.13 E,충남 보령시 서남서쪽 46km 해역,지도,-
112,2013/07/28 9:10:24,2.8,,,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
111,2013/07/26 11:23:35,2.2,,,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
110,2013/07/23 16:03:54,2.7,,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
109,2013/07/15 19:44:39,2.5,,,36.20 N,126.15 E,충남 보령시 서남서쪽 44km 해역,지도,-
108,2013/07/15 1:39:10,2.4,,,33.03 N,125.68 E,제주 제주시 고산 서남서쪽 68km 해역,지도,-
107,2013/07/13 2:02:44,3.5,,,36.20 N,126.18 E,충남 보령시 서남서쪽 42km 해역,지도,-
106,2013/07/01 11:24:54,3,,,38.78 N,126.36 E,북한 황해북도 신계 북북서쪽 35km 지역,지도,-
105,2013/06/29 13:32:48,2.3,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
104,2013/06/27 19:33:20,2.5,,,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
103,2013/06/24 18:26:33,2.1,,,38.04 N,129.75 E,강원 동해시 북동쪽 80km 해역,지도,-
102,2013/06/24 5:28:38,2.3,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
101,2013/06/22 11:18:37,2.3,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
100,2013/06/22 10:37:24,2.8,,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
99,2013/06/22 3:51:36,2.5,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
98,2013/06/21 21:55:06,2.4,,,36.20 N,126.19 E,충남 보령시 서남서쪽 41km 해역,지도,-
97,2013/06/21 16:29:31,2.2,,,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
96,2013/06/20 12:35:57,2.4,,,39.23 N,125.95 E,북한 평안남도 평성 동쪽 8km 지역,지도,-
95,2013/06/19 16:02:42,2.6,,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
94,2013/06/19 1:52:25,2.3,,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
93,2013/06/18 2:31:15,2.3,,,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역,지도,-
92,2013/06/17 20:31:04,2.4,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
91,2013/06/16 22:12:27,2.5,,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
90,2013/06/16 19:47:43,2.1,,,36.19 N,126.15 E,충남 보령시 서남서쪽 45km 해역,지도,-
89,2013/06/10 14:01:28,2.1,,,37.71 N,124.70 E,인천 백령도 남쪽 27km 해역,지도,-
88,2013/06/08 5:56:59,3.2,,,35.14 N,126.96 E,광주 동구 동쪽 3km 지역,지도,-
87,2013/06/05 12:34:12,2.6,,,36.23 N,126.18 E,충남 보령시 서남서쪽 41km 해역,지도,-
86,2013/05/22 23:25:53,2.1,,,38.75 N,128.81 E,강원 고성군 북동쪽 51km 해역,지도,-
85,2013/05/21 16:17:53,3.7,,,37.66 N,124.71 E,인천 백령도 남쪽 33km 해역,지도,-
84,2013/05/19 5:27:13,2.3,,,37.73 N,124.74 E,인천 백령도 남남동쪽 25km 해역,지도,-
83,2013/05/18 16:18:48,2.1,,,37.69 N,124.61 E,인천 백령도 남남서쪽 30km해역,지도,-
82,2013/05/18 14:09:40,2.6,,,37.71 N,124.68 E,인천 백령도 남쪽 27km 해역,지도,-
81,2013/05/18 11:45:15,3.9,,,37.67 N,124.61 E,인천 백령도 남쪽 32km 해역,지도,-
80,2013/05/18 9:32:42,2.5,,,37.64 N,124.57 E,인천 백령도 남남서쪽 36km 해역,지도,-
79,2013/05/18 9:13:10,2.4,,,37.67 N,124.62 E,인천 백령도 남쪽 32km 해역,지도,-
78,2013/05/18 7:54:28,2.5,,,37.69 N,124.65 E,인천 백령도 남쪽 29km 해역,지도,-
77,2013/05/18 7:26:10,3.3,,,37.67 N,124.66 E,인천 백령도 남쪽 31km 해역,지도,-
76,2013/05/18 7:24:13,2.2,,,37.69 N,124.65 E,인천 백령도 남쪽 29km 해역,지도,-
75,2013/05/18 7:02:24,4.9,,,37.68 N,124.63 E,인천 백령도 남쪽 31km 해역,지도,-
74,2013/05/18 3:00:58,3.5,,,37.68 N,124.60 E,인천 백령도 남남동쪽 31km 해역,지도,-
73,2013/05/15 8:48:10,2.8,,,37.69 N,124.74 E,인천 백령도 남쪽 30km 해역,지도,-
72,2013/05/15 8:34:11,2.7,,,37.71 N,124.68 E,인천 백령도 남쪽 27km 해역,지도,-
71,2013/05/14 20:17:54,2.8,,,37.70 N,124.79 E,인천 백령도 남남동쪽 30km 해역,지도,-
70,2013/04/30 10:58:26,2,,,36.46 N,129.63 E,경북 영덕군 동북동쪽 24km 해역,지도,-
69,2013/04/30 5:26:51,2.5,,,36.47 N,129.61 E,경북 영덕군 동북동쪽 23km 해역,지도,-
68,2013/04/28 3:39:13,2.7,,,33.65 N,127.29 E,전남 여수시 거문도 남쪽 42km 해역,지도,-
67,2013/04/21 18:21:13,2.7,,,35.14 N,124.49 E,전남 신안군 흑산면 서북서쪽 105km 해역,지도,-
66,2013/04/21 8:21:27,4.9,,,35.16 N,124.56 E,전남 신안군 흑산면 북서쪽 101km 해역,지도,-
65,2013/04/19 23:46:14,2.2,,,36.55 N,129.60 E,경북 영덕군 북동쪽 26km 해역,지도,-
64,2013/04/17 21:33:38,2.3,,,36.56 N,129.61 E,경북 영덕군 북동쪽 27km 해역,지도,-
63,2013/04/14 16:16:20,2.3,,,38.20 N,129.29 E,강원 양양군 동북동쪽 60km 해역,지도,-
62,2013/04/10 13:07:16,2.2,,,36.50 N,127.44 E,충북 청원군 남남서쪽 16km 지역,지도,-
61,2013/02/07 22:07:29,2.2,,,35.76 N,129.13 E,경북 경주시 남서쪽 12km 지역,지도,-
60,2013/02/05 21:25:36,3.5,,,35.77 N,127.97 E,경남 거창군 북북동쪽 11km 지역,지도,-
59,2013/02/04 5:39:25,3.1,,,36.55 N,128.90 E,경북 안동시 동쪽 15km 지역,지도,-
